Origins_Tested,Positive_Origins,AUC,PR_AUC,Brier,LogLoss,Precision,Recall,F1,Specificity,Signal_Rate,Mean_Threshold,Mean_Train_Rows,Candidate_ID,Description,Max_Features,CV_Splits,Selection_Rank,ALFRED_MAE,ALFRED_Bias
11,4,0.8214285714285714,0.7470238095238095,0.1662901253629258,0.5010960971210369,0.6,0.75,0.6666666666666665,0.7142857142857143,0.45454545454545453,0.30181818181818176,418.1818181818182,conservative_40,Stronger regularization and leaner feature set,40,5,1,0.1385111249905938,0.13270834440019788
11,4,0.7857142857142857,0.6916666666666667,0.19601762925061922,0.5230024333038844,0.6,0.75,0.6666666666666665,0.7142857142857143,0.45454545454545453,0.3063636363636364,418.1818181818182,stability_first_50,Shallower trees at the current feature budget,50,5,2,0.136959535737858,0.09264321709833004
11,4,0.8214285714285714,0.6458333333333333,0.19314761716474732,0.5541942999551588,0.6,0.75,0.6666666666666665,0.7142857142857143,0.45454545454545453,0.31818181818181823,418.1818181818182,richer_60,Moderately richer feature set and slightly more flexible trees,60,5,3,inf,
11,4,0.75,0.5666666666666667,0.2260559553832537,0.620389553887626,0.6,0.75,0.6666666666666665,0.7142857142857143,0.45454545454545453,0.39545454545454545,418.1818181818182,baseline_50,Current validated baseline,50,5,4,inf,
