Date,Label,Revised_Prob,Vintage_Prob,Difference,Columns_Replaced_With_ALFRED,Revised_Threshold,Vintage_Threshold
2007-06,Pre-GFC,0.36091658690117956,0.13227981992103846,0.2286367669801411,13,0.31,0.35
2007-12,GFC peak month,0.5193683436845613,0.6094197214229248,-0.09005137773836347,15,0.25,0.48
2019-12,Pre-COVID,0.06666666666666667,0.20146520146520144,-0.13479853479853476,13,0.22,0.37
2020-03,COVID shock month,0.02017462176258481,0.01636363645394643,0.0038109853086383816,17,0.37,0.43
2024-06,Recent cycle,0.40198412764640074,0.2386763399019759,0.16330778774442484,17,0.55,0.56
