Model,AUC,PR_AUC,Brier,LogLoss,Precision,Recall,F1,Accuracy,Sensitivity,Specificity,Youdens_J
probit,0.7514060742407198,0.20193159970755217,0.07824622919040251,0.26128991750202984,0.0625,0.2857142857142857,0.10256410256410256,0.7388059701492538,0.2857142857142857,0.7637795275590551,0.04949381327334068
random_forest,0.5275590551181102,0.1893871655547149,0.0544434564638178,0.6694467617941052,0.25,0.14285714285714285,0.18181818181818182,0.9328358208955224,0.14285714285714285,0.9763779527559056,0.11923509561304835
xgboost,0.5410573678290214,0.12495080459188754,0.054305153608787377,0.48957333460228075,0.25,0.14285714285714285,0.18181818181818182,0.9328358208955224,0.14285714285714285,0.9763779527559056,0.11923509561304835
markov_switching,0.6361079865016873,0.08265918980204695,0.15266096252239444,0.4157871732300666,0.02702702702702703,0.14285714285714285,0.045454545454545456,0.6865671641791045,0.14285714285714285,0.7165354330708661,-0.140607424071991
ensemble,0.7215973003374577,0.2804213935946957,0.05659654249008606,0.21540878044396408,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.9253731343283582,0.2857142857142857,0.9606299212598425,0.24634420697412818
