Date,Label,Revised_Prob,Vintage_Prob,Difference,Columns_Replaced_With_ALFRED,Revised_Threshold,Vintage_Threshold
2007-06,Pre-GFC,0.25744424064723115,0.32737796584687584,-0.06993372519964469,12,0.21,0.26
2007-12,GFC peak month,0.5155246508917837,0.5027201069566707,0.012804543935112989,14,0.18,0.23
2019-12,Pre-COVID,0.1285714285714286,0.24122953642565131,-0.11265810785422273,18,0.42,0.53
2020-03,COVID shock month,0.08673828860520787,0.056089743589743585,0.030648545015464282,18,0.4,0.47
2024-06,Recent cycle,0.275063588914881,0.1,0.17506358891488097,18,0.6,0.16
