Model,AUC,PR_AUC,Brier,LogLoss,Precision,Recall,F1,Accuracy,Sensitivity,Specificity,Youdens_J
probit,0.7519685039370079,0.21804294835124186,0.07232022563909414,0.24124890281670874,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.8731343283582089,0.2857142857142857,0.905511811023622,0.1912260967379078
random_forest,0.5101237345331833,0.14955833079500455,0.05512671049305022,0.6782023485416239,0.5,0.14285714285714285,0.2222222222222222,0.9477611940298507,0.14285714285714285,0.9921259842519685,0.1349831271091113
xgboost,0.4971878515185601,0.12461502013740819,0.05664846657856609,0.6798241279700366,0.25,0.14285714285714285,0.18181818181818182,0.9328358208955224,0.14285714285714285,0.9763779527559056,0.11923509561304835
markov_switching,0.6434195725534309,0.08438894583708673,0.14915256933711124,0.4106141799182638,0.02857142857142857,0.14285714285714285,0.047619047619047616,0.7014925373134329,0.14285714285714285,0.7322834645669292,-0.12485939257592804
ensemble,0.7120359955005624,0.23209633622058126,0.05817494918991121,0.21920919927886665,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.9328358208955224,0.2857142857142857,0.968503937007874,0.25421822272215966
